code;bahnhof_haltestelle;bezugsjahr;kanton;eigner;dtv;dwv;dnwv;bemerkungen;remarques;note;remarks;geopos;lod
TAEN;Tägerschen;2018;TG;THURBO;100;120;50.0;;;;;47.5093655501, 9.02478054512;http://lod.opentransportdata.swiss/didok/8506168
TAES;Täsch;2018;VS;MGB;490;550;370.0;;;;;46.0674587948, 7.77451598603;http://lod.opentransportdata.swiss/didok/8501688
THS;Thusis;2018;GR;RhB;1800;1900;1500.0;;;;;46.6981990894, 9.44050194244;http://lod.opentransportdata.swiss/didok/8509189
TLH;Thalheim-Altikon;2018;ZH;SBB;160;180;110.0;;;;;47.5696197047, 8.75762721172;http://lod.opentransportdata.swiss/didok/8506022
TUE;Tüscherz;2018;BE;SBB;110;120;110.0;;;;;47.1149950289, 7.19730481483;http://lod.opentransportdata.swiss/didok/8504229
TWN;Twann;2018;BE;SBB;480;470;520.0;;;;;47.0936555927, 7.15649171643;http://lod.opentransportdata.swiss/didok/8504228
UER;Uerikon;2018;ZH;SBB;1900;2300;1100.0;;;;;47.2358565197, 8.75261073401;http://lod.opentransportdata.swiss/didok/8503108
VESA;Versam-Safien;2018;GR;RhB;210;190;250.0;;;;;46.8073793612, 9.31029915406;http://lod.opentransportdata.swiss/didok/8509168
VG;Villars-sur-Glâne;2018;FR;CFF;210;260;90.0;;;;;46.7898250195, 7.11638853683;http://lod.opentransportdata.swiss/didok/8504030
WD;Wiesendangen;2018;ZH;SBB;820;970;500.0;;;;;47.5255401974, 8.77601496118;http://lod.opentransportdata.swiss/didok/8506017
WIES;Wiesen;2018;GR;RhB;70;70;80.0;;;;;46.6954876112, 9.71584034038;http://lod.opentransportdata.swiss/didok/8509078
WO;Wohlen;2018;AG;SBB;5500;6500;3300.0;Ohne AVA.;Sans AVA.;Senza AVA.;Without AVA.;47.3484618374, 8.26978121872;http://lod.opentransportdata.swiss/didok/8502213
WTOE;Winterthur Töss;2018;ZH;SBB;630;720;440.0;;;;;47.4898075094, 8.70929159585;http://lod.opentransportdata.swiss/didok/8506044
WWAL;Winterthur Wallrüti;2018;ZH;SBB;1200;1400;860.0;;;;;47.516719, 8.76086862997;http://lod.opentransportdata.swiss/didok/8506038
LOT;Lottstetten;2018;XDE;SBB;340;400;200.0;;;;;47.6257356296, 8.56680664761;http://lod.opentransportdata.swiss/didok/8503420
YND;Yvonand;2018;VD;CFF;640;770;360.0;;;;;46.8008635427, 6.74668648053;http://lod.opentransportdata.swiss/didok/8504130
ZAS;Zürich Altstetten;2018;ZH;SBB;37200;46500;16400.0;;;;;47.3914808361, 8.4889402654;http://lod.opentransportdata.swiss/didok/8503001
ZGO;Zug Oberwil;2018;ZG;SBB;240;290;150.0;;;;;47.147675872, 8.50992153777;http://lod.opentransportdata.swiss/didok/8502231
ZHDB;Zürich Hardbrücke;2018;ZH;SBB;49800;59700;27800.0;;;;;47.3851946908, 8.51710646094;http://lod.opentransportdata.swiss/didok/8503020
ZOER;Zürich Oerlikon;2018;ZH;SBB;80000;94700;47400.0;;;;;47.4115288802, 8.54411523121;http://lod.opentransportdata.swiss/didok/8503006
ZZ;Bad Zurzach;2018;AG;SBB;1300;1600;880.0;;;;;47.5883101087, 8.29556465398;http://lod.opentransportdata.swiss/didok/8503409
AI;Airolo;2018;TI;FFS;420;370;510.0;;;;;46.5275264817, 8.6086051345;http://lod.opentransportdata.swiss/didok/8505201
ALN;Altnau;2018;TG;SBB;370;380;330.0;;;;;47.6213657537, 9.26589677408;http://lod.opentransportdata.swiss/didok/8506125
ALT;Altstätten SG;2018;SG;SBB;2300;2700;1500.0;;;;;47.3742291734, 9.55651096481;http://lod.opentransportdata.swiss/didok/8506319
AND;Andermatt;2018;UR;MGB;2700;2500;3100.0;;;;;46.6368923078, 8.59327487979;http://lod.opentransportdata.swiss/didok/8505165
AW;Amriswil;2018;TG;SBB;2800;3100;2100.0;;;;;47.5504471564, 9.30221759023;http://lod.opentransportdata.swiss/didok/8506109
AX;Arnex;2018;VD;CFF;190;240;90.0;;;;;46.6980662731, 6.51890326658;http://lod.opentransportdata.swiss/didok/8501107
BERG;Berg;2018;TG;THURBO;330;380;230.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.5822523245, 9.17451078978;http://lod.opentransportdata.swiss/didok/8506194
BG;Brugg AG;2018;AG;SBB;20600;24500;11700.0;;;;;47.4808528316, 8.20882744791;http://lod.opentransportdata.swiss/didok/8500309
BGH;Burghalden;2018;ZH;SOB;910;1100;560.0;;;;;47.2086734144, 8.6926955866;http://lod.opentransportdata.swiss/didok/8503287
BIGG;Biberegg;2018;SZ;SOB;50;50;50.0;;;;;47.0933123123, 8.66913007113;http://lod.opentransportdata.swiss/didok/8503290
BNZ;Benzenschwil;2018;AG;SBB;190;220;110.0;;;;;47.2468435811, 8.36559619501;http://lod.opentransportdata.swiss/didok/8502216
BRIT;Brittnau-Wikon;2018;LU;SBB;180;220;100.0;;;;;47.2626629521, 7.95702232358;http://lod.opentransportdata.swiss/didok/8502002
BRUE;Brünig-Hasliberg;2018;BE;ZB;540;490;670.0;;;;;46.7577632267, 8.13864485952;http://lod.opentransportdata.swiss/didok/8508309
BRW;Brienzwiler;2018;BE;ZB;70;90;50.0;;;;;46.7456512146, 8.09063028835;http://lod.opentransportdata.swiss/didok/8508306
BSSJ;Basel St. Johann;2018;BS;SBB;80;90;50.0;;;;;47.5702960042, 7.57251267012;http://lod.opentransportdata.swiss/didok/8500016
BU;Buchs SG;2018;SG;SBB;4700;5300;3200.0;Einsteigende in Richtung Ausland und Aussteigende aus dem Ausland sind nur zum Teil erfasst.;Les personnes montant et descendant des trains de et vers l’étranger ne sont que partiellement recensées.;Sono considerati solo in parte i passeggeri dall’estero che salgono e scendono dai treni.;Passengers boarding and alighting to/from abroad are only partially recorded.;47.1684089962, 9.47862968189;http://lod.opentransportdata.swiss/didok/8509404
BUE;Bülach;2018;ZH;SBB;13900;16300;8500.0;;;;;47.5239413008, 8.53618858988;http://lod.opentransportdata.swiss/didok/8503400
BUGN;Bugnei;2018;GR;MGB;90;90;90.0;;;;;46.6823544355, 8.78646314895;http://lod.opentransportdata.swiss/didok/8505177
BURI;Burier;2018;VD;CFF;1200;1700;260.0;;;;;46.4478763825, 6.87711567196;http://lod.opentransportdata.swiss/didok/8501202
BZN;Bischofszell Nord;2018;TG;SBB;210;270;100.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.5004169871, 9.23401945255;http://lod.opentransportdata.swiss/didok/8506215
CAVA;Cavaglia;2018;GR;RhB;180;200;130.0;;;;;46.3643165328, 10.0441467689;http://lod.opentransportdata.swiss/didok/8509358
CELE;Celerina;2018;GR;RhB;310;320;290.0;;;;;46.5139828859, 9.8584448359;http://lod.opentransportdata.swiss/didok/8509252
CFV;Courfaivre;2018;JU;CFF;220;250;130.0;;;;;47.3350738097, 7.29115599382;http://lod.opentransportdata.swiss/didok/8500121
CHE;Chénens;2018;FR;CFF;220;270;110.0;;;;;46.7492007014, 7.00043211139;http://lod.opentransportdata.swiss/didok/8504025
CHS;Cheyres;2018;FR;CFF;340;400;210.0;;;;;46.8169390093, 6.78639389651;http://lod.opentransportdata.swiss/didok/8504131
CHSA;Chur Stadt;2018;GR;RhB;80;80;70.0;;;;;46.847504756, 9.53116164952;http://lod.opentransportdata.swiss/didok/8509150
CO;Cortébert;2018;BE;CFF;170;200;130.0;;;;;47.1893284366, 7.10729623806;http://lod.opentransportdata.swiss/didok/8504306
CP;Corcelles-Peseux;2018;NE;CFF;590;690;370.0;;;;;46.9833400639, 6.88380561207;http://lod.opentransportdata.swiss/didok/8504232
CT;Court;2018;BE;CFF;200;250;110.0;;;;;47.2405870125, 7.34209529907;http://lod.opentransportdata.swiss/didok/8500104
CTT;Courtételle;2018;JU;CFF;380;450;230.0;;;;;47.3428223281, 7.3179306259;http://lod.opentransportdata.swiss/didok/8500120
CU;Cully;2018;VD;CFF;1600;1600;1300.0;;;;;46.488550014, 6.72714757327;http://lod.opentransportdata.swiss/didok/8501124
DAM;Davos Monstein;2018;GR;RhB;50;50;50.0;;;;;46.7159071753, 9.76001205478;http://lod.opentransportdata.swiss/didok/8509077
DE;Domat/Ems;2018;GR;RhB;1300;1500;790.0;;;;;46.8331408741, 9.45316475001;http://lod.opentransportdata.swiss/didok/8509181
DI;Dielsdorf;2018;ZH;SBB;2700;3200;1700.0;;;;;47.4824133475, 8.45942183431;http://lod.opentransportdata.swiss/didok/8503315
DIEN;Dieni;2018;GR;MGB;310;280;370.0;;;;;46.6699332288, 8.74286674319;http://lod.opentransportdata.swiss/didok/8505174
DSB;Diesbach-Betschwanden;2018;GL;SBB;120;130;110.0;Ohne Bahnbusse.;Sans bus de ligne.;Senza autobus della ferrovia.;Without rail buses.;46.9461769693, 9.02436242331;http://lod.opentransportdata.swiss/didok/8503237
DSH;Diessenhofen;2018;TG;SBB;1000;1100;760.0;;;;;47.6854695764, 8.75227980348;http://lod.opentransportdata.swiss/didok/8503428
DTF;Dietfurt;2018;SG;SBB;240;280;150.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.3445497083, 9.07830029592;http://lod.opentransportdata.swiss/didok/8506202
DTL;Dietlikon;2018;ZH;SBB;8300;9600;5300.0;;;;;47.4201947418, 8.61925589067;http://lod.opentransportdata.swiss/didok/8503306
DU;Dulliken;2018;SO;SBB;340;390;220.0;;;;;47.3542660407, 7.94648945968;http://lod.opentransportdata.swiss/didok/8502110
EMB;Embrach-Rorbas;2018;ZH;SBB;1800;2100;1000.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.5205878296, 8.5870549795;http://lod.opentransportdata.swiss/didok/8506041
ER;Erstfeld;2018;UR;SBB;2500;2300;3100.0;;;;;46.8203404742, 8.6504428878;http://lod.opentransportdata.swiss/didok/8505114
ESL;Eschlikon;2018;TG;SBB;1200;1400;750.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.4614892248, 8.95851470682;http://lod.opentransportdata.swiss/didok/8506011
FB;Feldbach;2018;ZH;SBB;1100;1300;730.0;;;;;47.2391975436, 8.78348281363;http://lod.opentransportdata.swiss/didok/8503109
FCK;Frick;2018;AG;SBB;4900;5800;3000.0;;;;;47.5073437467, 8.01307225263;http://lod.opentransportdata.swiss/didok/8500305
FEL;Felben-Wellhausen;2018;TG;SBB;480;560;300.0;"Angabe 2016; Angabe 2018 steht nicht zur Verfügung.";"Chiffre 2016; chiffre non disponible pour l’année 2018.";"Dato del 2016; il dato del 2018 non è disponibile.";"Value for 2016; value for 2018 not available.";47.5771019005, 8.94316091804;http://lod.opentransportdata.swiss/didok/8506101
GEC;Les Geneveys-sur-Coffrane;2018;NE;CFF;670;780;420.0;;;;;47.015085057, 6.85321349712;http://lod.opentransportdata.swiss/didok/8504236
GF;Glattfelden;2018;ZH;SBB;1000;1200;600.0;;;;;47.5485571928, 8.52403632788;http://lod.opentransportdata.swiss/didok/8503401
GLA;Gland;2018;VD;CFF;5500;7000;2300.0;;;;;46.419975355, 6.26913801937;http://lod.opentransportdata.swiss/didok/8501031
GOE;Göschenen;2018;UR;SBB;1800;1600;2200.0;;;;;46.6658163572, 8.58879659143;http://lod.opentransportdata.swiss/didok/8505119
GOL;Goldach;2018;SG;SBB;1400;1600;1100.0;;;;;47.4737971116, 9.46699032646;http://lod.opentransportdata.swiss/didok/8506305
GRA;Grandgourt;2018;JU;CFF;50;50;50.0;;;;;47.4699139104, 7.0480940862;http://lod.opentransportdata.swiss/didok/8500143
GRS;Grandson;2018;VD;CFF;710;840;430.0;;;;;46.8062699548, 6.6419368926;http://lod.opentransportdata.swiss/didok/8504201
HALD;Haldenstein;2018;GR;RhB;60;60;50.0;;;;;46.8769839776, 9.5331222725;http://lod.opentransportdata.swiss/didok/8509051
HB;Herzogenbuchsee;2018;BE;SBB;3900;4500;2400.0;;;;;47.1880813308, 7.70094642682;http://lod.opentransportdata.swiss/didok/8508008
HED;Hedingen;2018;ZH;SBB;2100;2500;1300.0;;;;;47.2987825148, 8.44595351443;http://lod.opentransportdata.swiss/didok/8502223
HEN;Henniez;2018;VD;CFF;50;60;50.0;;;;;46.7349960085, 6.87010300707;http://lod.opentransportdata.swiss/didok/8504141
HERL;Herrliberg-Feldmeilen;2018;ZH;SBB;3800;4600;2200.0;;;;;47.2818232851, 8.61271954112;http://lod.opentransportdata.swiss/didok/8503103
HGT;Henggart;2018;ZH;SBB;1300;1500;920.0;;;;;47.5642523105, 8.68505196166;http://lod.opentransportdata.swiss/didok/8506046
HM;Hüttlingen-Mettendorf;2018;TG;SBB;;;;Angabe 2018 steht nicht zur Verfügung.;Chiffre non disponible pour l’année 2018.;Il dato del 2018 non è disponibile.;Value for 2018 not available.;47.5823394904, 8.97453911285;http://lod.opentransportdata.swiss/didok/8506102
HOSA;Hochdorf Schönau;2018;LU;SBB;600;680;430.0;;;;;47.1646547839, 8.29821242385;http://lod.opentransportdata.swiss/didok/8502042
HUR;Hurden;2018;SZ;SOB;150;140;170.0;;;;;47.2141479959, 8.80072915334;http://lod.opentransportdata.swiss/didok/8503299
HUZY;Hünenberg Zythus;2018;ZG;SBB;1400;1700;800.0;;;;;47.17360308, 8.45007424526;http://lod.opentransportdata.swiss/didok/8515996
IM;Immensee;2018;SZ;SBB;470;610;150.0;;;;;47.0916137781, 8.46266014649;http://lod.opentransportdata.swiss/didok/8505003
KGD;Küngoldingen;2018;AG;SBB;180;210;120.0;;;;;47.3019656073, 7.94169493557;http://lod.opentransportdata.swiss/didok/8502120
KIL;Kilchberg;2018;ZH;SBB;3100;3700;1800.0;;;;;47.3244274064, 8.54799908563;http://lod.opentransportdata.swiss/didok/8503200
KLOD;Klosters Dorf;2018;GR;RhB;340;340;350.0;;;;;46.8834700378, 9.87532293986;http://lod.opentransportdata.swiss/didok/8509067
KRA;Kradolf;2018;TG;SBB;430;500;270.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.5247196873, 9.20155757744;http://lod.opentransportdata.swiss/didok/8506216
KRB;Kreuzlingen Bernrain;2018;TG;THURBO;280;340;160.0;;;;;47.6421167081, 9.16318719461;http://lod.opentransportdata.swiss/didok/8506197
LA;Lachen;2018;SZ;SBB;3100;3600;1900.0;;;;;47.190068574, 8.85269238166;http://lod.opentransportdata.swiss/didok/8503220
LBD;Root D4;2018;LU;SBB;860;1100;320.0;;;;;47.1048571473, 8.37379836133;http://lod.opentransportdata.swiss/didok/8515997
LENG;Lengwil;2018;TG;THURBO;220;260;130.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.6255999765, 9.19026101005;http://lod.opentransportdata.swiss/didok/8506196
LGP;Lugano-Paradiso;2018;TI;FFS;850;980;560.0;;;;;45.9889500461, 8.94627572854;http://lod.opentransportdata.swiss/didok/8505301
LK;Leuk;2018;VS;SBB;1800;2000;1500.0;;;;;46.3118851335, 7.64394777254;http://lod.opentransportdata.swiss/didok/8501601
LOEW;Muntelier-Löwenberg;2018;FR;SBB;330;380;220.0;;;;;46.9379712009, 7.1332527806;http://lod.opentransportdata.swiss/didok/8504140
LQ;Landquart;2018;GR;SBB;14000;13900;14300.0;;;;;46.9674389764, 9.55402859224;http://lod.opentransportdata.swiss/didok/8509002
LSN;Lausen;2018;BL;SBB;1500;1700;1000.0;;;;;47.470196213, 7.75982160092;http://lod.opentransportdata.swiss/didok/8500024
LUC;Lucens;2018;VD;CFF;880;1100;480.0;;;;;46.7077668295, 6.84214373406;http://lod.opentransportdata.swiss/didok/8504121
MA;Martigny;2018;VS;CFF;8200;9300;5900.0;;;;;46.1058273015, 7.07912247583;http://lod.opentransportdata.swiss/didok/8501500
MADU;Madulain;2018;GR;RhB;130;130;120.0;;;;;46.5870798428, 9.93835729234;http://lod.opentransportdata.swiss/didok/8509257
MALA;Malans;2018;GR;RhB;410;450;310.0;;;;;46.9776559235, 9.57371854719;http://lod.opentransportdata.swiss/didok/8509057
MANN;Mannenbach-Salenstein;2018;TG;SBB;200;210;180.0;;;;;47.6736499577, 9.05277922071;http://lod.opentransportdata.swiss/didok/8506134
MATT;Hergiswil Matt;2018;NW;ZB;50;80;50.0;;;;;46.9936310359, 8.31271109334;http://lod.opentransportdata.swiss/didok/8508320
MB;Malleray-Bévilard;2018;BE;CFF;700;850;360.0;;;;;47.2387040498, 7.27593219578;http://lod.opentransportdata.swiss/didok/8500102
MEG;Meggen;2018;LU;SBB;100;110;70.0;;;;;47.0501422644, 8.38304450517;http://lod.opentransportdata.swiss/didok/8505001
MELH;Mellingen Heitersberg;2018;AG;SBB;2700;3400;1200.0;;;;;47.4280718007, 8.27633859072;http://lod.opentransportdata.swiss/didok/8516219
MELN;Mellikon;2018;AG;SBB;60;60;50.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.5684839744, 8.35249723256;http://lod.opentransportdata.swiss/didok/8503414
MGT;Murgenthal;2018;AG;SBB;500;590;290.0;;;;;47.2653781303, 7.83209989652;http://lod.opentransportdata.swiss/didok/8508102
ML;Meilen;2018;ZH;SBB;8000;9400;5100.0;;;;;47.2698122, 8.64429304135;http://lod.opentransportdata.swiss/didok/8503104
MOEL;Mörel;2018;VS;MGB;1000;980;1000.0;;;;;46.3562094503, 8.04713757276;http://lod.opentransportdata.swiss/didok/8501676
MX;Montreux;2018;VD;CFF;15800;16500;14300.0;Inklusive Bahnverkehr MVR.;Trains MVR inclus.;Incl. treni MVR.;Including trains of MVR.;46.4358743527, 6.91043275261;http://lod.opentransportdata.swiss/didok/8501300
NE;Neuchâtel;2018;NE;CFF;25400;28800;17900.0;Ohne TPF.;Sans TPF.;Senza TPF.;Without TPF.;46.9967222076, 6.93570514491;http://lod.opentransportdata.swiss/didok/8504221
NESE;Neuchâtel-Serrières;2018;NE;CFF;770;930;420.0;;;;;46.9839549788, 6.90335823773;http://lod.opentransportdata.swiss/didok/8504220
NIE;Niederhasli;2018;ZH;SBB;2200;2600;1300.0;;;;;47.4783287603, 8.48869130494;http://lod.opentransportdata.swiss/didok/8503314
NL;Nesslau-Neu St. Johann;2018;SG;SOB;690;690;670.0;;;;;47.2266599944, 9.19779821129;http://lod.opentransportdata.swiss/didok/8506299
NY;Nyon;2018;VD;CFF;15900;19500;8100.0;Ohne NstCM.;Sans NstCM.;Senza NstCM.;Without NstCM.;46.3844060313, 6.23597429701;http://lod.opentransportdata.swiss/didok/8501030
OBAL;Oberalppass;2018;UR;MGB;570;510;700.0;;;;;46.6602302819, 8.67050230769;http://lod.opentransportdata.swiss/didok/8505172
OBGE;Obergesteln;2018;VS;MGB;260;250;270.0;;;;;46.513375604, 8.32624288556;http://lod.opentransportdata.swiss/didok/8501662
OF;Otelfingen;2018;ZH;SBB;1400;1600;800.0;;;;;47.4549348839, 8.38750753521;http://lod.opentransportdata.swiss/didok/8503528
OLH;Olten Hammer;2018;SO;SBB;460;530;300.0;;;;;47.3485517008, 7.8977062126;http://lod.opentransportdata.swiss/didok/8500217
OSS;Ossingen;2018;ZH;SBB;480;570;270.0;;;;;47.6146106042, 8.72409330368;http://lod.opentransportdata.swiss/didok/8506023
OWT;Oberwinterthur;2018;ZH;SBB;4800;5700;2600.0;;;;;47.5079184546, 8.76037093131;http://lod.opentransportdata.swiss/didok/8506016
PIE;Pieterlen;2018;BE;SBB;1000;1200;680.0;;;;;47.1714342219, 7.34019009864;http://lod.opentransportdata.swiss/didok/8500200
PORE;Pontresina;2018;GR;RhB;1700;1800;1700.0;;;;;46.4906477887, 9.89607757913;http://lod.opentransportdata.swiss/didok/8509255
PTM;Punt Muragl;2018;GR;RhB;90;90;90.0;;;;;46.5096799507, 9.88119466742;http://lod.opentransportdata.swiss/didok/8509254
RAN;Randa;2018;VS;CFF;650;700;550.0;;;;;46.1227210876, 7.11776895303;http://lod.opentransportdata.swiss/didok/8519698
RBG;Rothenburg;2018;LU;SBB;1200;1400;820.0;;;;;47.0881904457, 8.24917741374;http://lod.opentransportdata.swiss/didok/8502020
REC;Reconvilier;2018;BE;CFF;580;700;330.0;;;;;47.2352248694, 7.22741061293;http://lod.opentransportdata.swiss/didok/8500101
REIT;Reichenau-Tamins;2018;GR;RhB;630;650;580.0;;;;;46.8236636021, 9.41255155004;http://lod.opentransportdata.swiss/didok/8509183
REN;Renens VD;2018;VD;CFF;18300;22500;8900.0;Ohne TSOL.;Sans TSOL.;Senza TSOL.;Without TSOL.;46.5370287879, 6.57893884264;http://lod.opentransportdata.swiss/didok/8501118
REU;Reuchenette-Péry;2018;BE;CFF;500;580;310.0;;;;;47.1897281967, 7.24701400432;http://lod.opentransportdata.swiss/didok/8504302
RHAE;Rhäzüns;2018;GR;RhB;810;920;590.0;;;;;46.799678267, 9.39926366631;http://lod.opentransportdata.swiss/didok/8509185
RIK;Rickenbach-Attikon;2018;ZH;SBB;;;;Angabe 2018 steht nicht zur Verfügung.;Chiffre non disponible pour l’année 2018.;Il dato del 2018 non è disponibile.;Value for 2018 not available.;47.5353542711, 8.7891594117;http://lod.opentransportdata.swiss/didok/8506018
RORE;Rodels-Realta;2018;GR;RhB;90;100;70.0;;;;;46.7351441305, 9.43293454772;http://lod.opentransportdata.swiss/didok/8509187
ROS;Rosé;2018;FR;CFF;700;920;210.0;;;;;46.7826234886, 7.06196897192;http://lod.opentransportdata.swiss/didok/8504028
RTT;Rothenthurm;2018;SZ;SOB;430;500;280.0;;;;;47.1057933987, 8.67466069215;http://lod.opentransportdata.swiss/didok/8503282
RU;Rupperswil;2018;AG;SBB;2200;2700;1200.0;;;;;47.4032880043, 8.12694494762;http://lod.opentransportdata.swiss/didok/8502114
RUES;Rüschlikon;2018;ZH;SBB;3000;3500;1800.0;;;;;47.3071323847, 8.55515146936;http://lod.opentransportdata.swiss/didok/8503201
RUEU;Rueun;2018;GR;RhB;60;70;50.0;;;;;46.7746975042, 9.14561460428;http://lod.opentransportdata.swiss/didok/8509173
RZ;Rafz;2018;ZH;SBB;1700;1900;1100.0;;;;;47.6037893298, 8.54342564763;http://lod.opentransportdata.swiss/didok/8503404
SAGL;Sagliains;2018;GR;RhB;1200;1200;1400.0;;;;;46.763398027, 10.0965812148;http://lod.opentransportdata.swiss/didok/8509269
SAR;Sarnen;2018;OW;ZB;2900;3200;2400.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;46.8945995233, 8.24748154593;http://lod.opentransportdata.swiss/didok/8508314
SBL;St-Blaise CFF;2018;NE;CFF;360;430;220.0;;;;;47.0145655009, 6.98210841908;http://lod.opentransportdata.swiss/didok/8504222
SCH;Schachen (Herisau);2018;AR;SOB;140;160;90.0;;;;;47.3855558378, 9.24351404559;http://lod.opentransportdata.swiss/didok/8506291
SCHI;Schindellegi-Feusisberg;2018;SZ;SOB;830;970;510.0;;;;;47.1764022814, 8.70936729896;http://lod.opentransportdata.swiss/didok/8503285
SCHL;Schlieren;2018;ZH;SBB;11800;14100;6500.0;;;;;47.3991743125, 8.44722881452;http://lod.opentransportdata.swiss/didok/8503509
SCME;Schmerikon;2018;SG;SBB;1300;1400;1000.0;;;;;47.2251558732, 8.94336741805;http://lod.opentransportdata.swiss/didok/8503115
SEEV;Seewis-Valzeina;2018;GR;RhB;60;80;50.0;;;;;46.9768958201, 9.6325362797;http://lod.opentransportdata.swiss/didok/8509058
SEM;Sempach-Neuenkirch;2018;LU;SBB;2100;2500;1400.0;;;;;47.1160520887, 8.19596739854;http://lod.opentransportdata.swiss/didok/8502009
SGHA;St. Gallen Haggen;2018;SG;SOB;1000;1200;660.0;;;;;47.4078348305, 9.33813679477;http://lod.opentransportdata.swiss/didok/8506392
SH;Schaffhausen;2018;SH;SBB;18900;21500;13200.0;Einsteigende in Richtung Ausland und Aussteigende aus dem Ausland sind nur zum Teil erfasst.;Les personnes montant et descendant des trains de et vers l’étranger ne sont que partiellement recensées.;Sono considerati solo in parte i passeggeri dall’estero che salgono e scendono dai treni.;Passengers boarding and alighting to/from abroad are only partially recorded.;47.6982814692, 8.6327284859;http://lod.opentransportdata.swiss/didok/8503424
SK;Sisikon;2018;UR;SBB;220;190;290.0;;;;;46.9492536033, 8.62073068694;http://lod.opentransportdata.swiss/didok/8505111
SM;St-Maurice;2018;VS;CFF;5000;6100;2800.0;;;;;46.216363536, 7.00204915835;http://lod.opentransportdata.swiss/didok/8501403
SMG;St. Margrethen;2018;SG;SBB;2500;2800;2000.0;Einsteigende in Richtung Ausland und Aussteigende aus dem Ausland sind nur zum Teil erfasst.;Les personnes montant et descendant des trains de et vers l’étranger ne sont que partiellement recensées.;Sono considerati solo in parte i passeggeri dall’estero che salgono e scendono dai treni.;Passengers boarding and alighting to/from abroad are only partially recorded.;47.4532118157, 9.63825154068;http://lod.opentransportdata.swiss/didok/8506314
SO;Solothurn;2018;SO;SBB;16300;18300;11700.0;Ohne ASM und RBS.;Sans ASM et RBS.;Senza ASM e RBS.;Without ASM and RBS.;47.2041807751, 7.54268420304;http://lod.opentransportdata.swiss/didok/8500207
SOR;Sorvilier;2018;BE;CFF;70;80;50.0;;;;;47.2392372997, 7.30576524542;http://lod.opentransportdata.swiss/didok/8500103
SPIN;Spinas;2018;GR;RhB;70;50;100.0;;;;;46.559845677, 9.84533555614;http://lod.opentransportdata.swiss/didok/8509199
SRND;Sarnen Nord;2018;OW;ZB;440;510;290.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;46.9001833252, 8.24911416983;http://lod.opentransportdata.swiss/didok/8508323
SS;Sursee;2018;LU;SBB;12100;13900;8100.0;;;;;47.1707889132, 8.09787795205;http://lod.opentransportdata.swiss/didok/8502007
STA;Staad;2018;SG;SBB;670;760;470.0;;;;;47.4807713471, 9.53652077145;http://lod.opentransportdata.swiss/didok/8506312
STAE;Stäfa;2018;ZH;SBB;5300;6100;3400.0;;;;;47.2405237212, 8.72163122186;http://lod.opentransportdata.swiss/didok/8503107
STBG;Steinerberg;2018;SZ;SOB;160;190;90.0;;;;;47.0522049677, 8.58526355585;http://lod.opentransportdata.swiss/didok/8503280
STCH;Steinach;2018;SG;SBB;460;520;320.0;;;;;47.5008611902, 9.44212099652;http://lod.opentransportdata.swiss/didok/8516271
