code;bahnhof_haltestelle;bezugsjahr;kanton;eigner;dtv;dwv;dnwv;bemerkungen;remarques;note;remarks;geopos;lod
STGI;St-Gingolph (Suisse);2018;VS;CFF;250;290;160.0;;;;;46.3919600075, 6.80589031952;http://lod.opentransportdata.swiss/didok/8501428
STI;St-Imier;2018;BE;CFF;1900;2300;960.0;;;;;47.151698154, 7.00121493749;http://lod.opentransportdata.swiss/didok/8504310
STM;Stammheim;2018;ZH;SBB;500;580;330.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.6348793716, 8.78872663664;http://lod.opentransportdata.swiss/didok/8506024
STP;St-Prex;2018;VD;CFF;1300;1600;630.0;;;;;46.4823041329, 6.45590462293;http://lod.opentransportdata.swiss/didok/8501036
STS;Stein-Säckingen;2018;AG;SBB;3100;3800;1500.0;;;;;47.5415967349, 7.94882272396;http://lod.opentransportdata.swiss/didok/8500320
STSA;St-Saphorin;2018;VD;CFF;190;170;240.0;;;;;46.4725855624, 6.7970306112;http://lod.opentransportdata.swiss/didok/8501127
SU;St-Ursanne;2018;JU;CFF;330;330;330.0;;;;;47.3676921488, 7.16594419056;http://lod.opentransportdata.swiss/didok/8500124
SURA;Surava;2018;GR;RhB;50;50;50.0;;;;;46.6668644151, 9.62094416271;http://lod.opentransportdata.swiss/didok/8509193
TAEM;Tägerwilen Dorf;2018;TG;THURBO;250;280;180.0;;;;;47.6537189524, 9.13954723327;http://lod.opentransportdata.swiss/didok/8506198
TAN;Tannay;2018;VD;CFF;420;530;190.0;;;;;46.3076341414, 6.18112481111;http://lod.opentransportdata.swiss/didok/8501015
TAV;Taverne-Torricella;2018;TI;FFS;830;1000;390.0;;;;;46.0566859524, 8.93032466625;http://lod.opentransportdata.swiss/didok/8505218
TR;Travers;2018;NE;CFF;320;370;200.0;Ohne TRN.;Sans TRN.;Senza TRN.;Without TRN.;46.9424047306, 6.67656029661;http://lod.opentransportdata.swiss/didok/8504215
TRI;Trimbach;2018;SO;SBB;80;90;50.0;;;;;47.3660466339, 7.90427743742;http://lod.opentransportdata.swiss/didok/8500037
TUI;Les Tuileries;2018;GE;CFF;530;640;280.0;;;;;46.2499433407, 6.14734101981;http://lod.opentransportdata.swiss/didok/8501011
ULR;Ulrichen;2018;VS;MGB;280;300;240.0;;;;;46.505017955, 8.30881690239;http://lod.opentransportdata.swiss/didok/8501663
UST;Uster;2018;ZH;SBB;23400;27400;14500.0;;;;;47.3503664551, 8.71868854805;http://lod.opentransportdata.swiss/didok/8503125
VAL;Vallorbe;2018;VD;CFF;830;980;490.0;Einsteigende in Richtung Ausland und Aussteigende aus dem Ausland sind nur zum Teil erfasst.;Les personnes montant et descendant des trains de et vers l’étranger ne sont que partiellement recensées.;Sono considerati solo in parte i passeggeri dall’estero che salgono e scendono dai treni.;Passengers boarding and alighting to/from abroad are only partially recorded.;46.7123977825, 6.37056465514;http://lod.opentransportdata.swiss/didok/8501103
VIO;Vionnaz;2018;VS;CFF;130;160;70.0;;;;;46.3150242286, 6.91620575308;http://lod.opentransportdata.swiss/didok/8501423
VSX;Versoix;2018;GE;CFF;2900;3500;1400.0;;;;;46.2797158332, 6.16574632626;http://lod.opentransportdata.swiss/didok/8501022
VT;Villeret;2018;BE;CFF;140;150;110.0;;;;;47.1601953195, 7.01967397553;http://lod.opentransportdata.swiss/didok/8504309
VTE;Villette VD;2018;VD;CFF;120;130;110.0;;;;;46.4953325352, 6.70728469954;http://lod.opentransportdata.swiss/didok/8501123
VVFU;Vevey-Funi;2018;VD;CFF;70;70;60.0;;;;;46.4682716114, 6.8354371001;http://lod.opentransportdata.swiss/didok/8504015
W;Winterthur;2018;ZH;SBB;95100;109300;63600.0;;;;;47.5003335301, 8.72379907332;http://lod.opentransportdata.swiss/didok/8506000
WAA;Wangen an der Aare;2018;BE;SBB;720;800;560.0;;;;;47.2319515056, 7.6562236042;http://lod.opentransportdata.swiss/didok/8500210
WAVU;Waltensburg/Vuorz;2018;GR;RhB;50;50;50.0;;;;;46.7695598913, 9.12015249679;http://lod.opentransportdata.swiss/didok/8509174
WE;Wettingen;2018;AG;SBB;4900;6000;2400.0;;;;;47.4596367944, 8.3159863528;http://lod.opentransportdata.swiss/didok/8503505
WI;Wildegg;2018;AG;SBB;1300;1600;700.0;;;;;47.4152733765, 8.16299733569;http://lod.opentransportdata.swiss/didok/8502115
WILA;Wila;2018;ZH;SBB;530;590;380.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.4177702961, 8.84846779076;http://lod.opentransportdata.swiss/didok/8506008
WOS;Wolfenschiessen;2018;NW;ZB;470;500;400.0;;;;;46.9077595046, 8.39468155812;http://lod.opentransportdata.swiss/didok/8508394
YV;Yverdon-les-Bains;2018;VD;CFF;16800;19800;10200.0;Ohne TRAVYS.;Sans TRAVYS.;Senza TRAVYS.;Without TRAVYS.;46.781876671, 6.64114576153;http://lod.opentransportdata.swiss/didok/8504200
ZERM;Zermatt;2018;VS;MGB;4800;4500;5500.0;;;;;46.0244720211, 7.74829647858;http://lod.opentransportdata.swiss/didok/8501689
ZF;Zofingen;2018;AG;SBB;8900;10300;5700.0;;;;;47.2880447598, 7.94309735295;http://lod.opentransportdata.swiss/didok/8502001
ZFH;Zürich Flughafen;2018;ZH;SBB;50500;52500;46100.0;;;;;47.4503820775, 8.56238666028;http://lod.opentransportdata.swiss/didok/8503016
ZGPP;Zug Postplatz;2018;ZG;SBB;150;180;80.0;;;;;47.168273486, 8.51691604796;http://lod.opentransportdata.swiss/didok/8502300
ZSTH;Zürich Stadelhofen;2018;ZH;SBB;70200;82800;42100.0;Ohne FB.;Sans FB.;Senza FB.;Without FB.;47.3666105569, 8.54846647022;http://lod.opentransportdata.swiss/didok/8503003
ZWG;Zwingen;2018;BL;SBB;2500;2900;1500.0;;;;;47.4337913284, 7.53045708322;http://lod.opentransportdata.swiss/didok/8500114
